#SampleID	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Genus	Species	Instrument	isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	source_material_id	SRA Study	create_date	version
SRR5836522	AMPLICON	151	5285000	PRJNA394790	SAMN07360262	Metagenome or environmental	2734155	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/29/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013243	Madagascar	Africa	"Madagascar:Andasibe\	Torotorofotsy-ProlemurCamp"	Boophis	idae	Illumina MiSeq	Skin swab	18.7709 S 48.43222 E	J8.25	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J8.25	DNA extracted from sample J8.25	SRP112703	2017-07-18T09:09:00Z	1
SRR5836523	AMPLICON	151	6239622	PRJNA394790	SAMN07359946	Metagenome or environmental	3226208	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/16/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013242	Madagascar	Africa	"Madagascar:Ranomafana\	Vohiparara"	Guibemantis	liber	Illumina MiSeq	Skin swab	21.23565 S 47.39752 E	J4.29	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J4.29	DNA extracted from sample J4.29	SRP112703	2017-07-18T09:09:00Z	1
SRR5836524	AMPLICON	151	3162846	PRJNA394790	SAMN07360267	Metagenome or environmental	1683392	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/29/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013241	Madagascar	Africa	"Madagascar:Andasibe\	Torotorofotsy-ProlemurCamp"	Boophis	idae	Illumina MiSeq	Skin swab	18.7709 S 48.43222 E	J8.30	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J8.30	DNA extracted from sample J8.30	SRP112703	2017-07-18T09:09:00Z	1
SRR5836525	AMPLICON	151	3394631	PRJNA394790	SAMN07360278	Metagenome or environmental	1779083	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/29/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013240	Madagascar	Africa	"Madagascar:Andasibe\	Torotorofotsy-ProlemurCamp"	Heterixalus	betsileo	Illumina MiSeq	Skin swab	18.7709 S 48.43222 E	J8.4	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J8.4	DNA extracted from sample J8.4	SRP112703	2017-07-18T09:09:00Z	1
SRR5836526	AMPLICON	151	5339964	PRJNA394790	SAMN07359932	Metagenome or environmental	2758617	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/16/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013239	Madagascar	Africa	"Madagascar:Ranomafana\	Vohiparara"	Boophis	guibei	Illumina MiSeq	Skin swab	21.23565 S 47.39752 E	J4.22	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J4.22	DNA extracted from sample J4.22	SRP112703	2017-07-18T09:09:00Z	1
SRR5836527	AMPLICON	151	2492557	PRJNA394790	SAMN07360629	Metagenome or environmental	1319085	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/8/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013238	Madagascar	Africa	"Madagascar:Andasibe\	MitsinjoForest"	Ptychadena	mascareniensis	Illumina MiSeq	Skin swab	18.93283 S 48.41312 E	Fr545.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr545.S2	DNA extracted from sample Fr545.S2	SRP112703	2017-07-18T09:09:00Z	1
SRR5836528	AMPLICON	151	1477384	PRJNA394790	SAMN07360628	Metagenome or environmental	870593	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/8/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013237	Madagascar	Africa	"Madagascar:Andasibe\	MitsinjoForest"	Ptychadena	mascareniensis	Illumina MiSeq	Skin swab	18.93283 S 48.41312 E	Fr544.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr544.S2	DNA extracted from sample Fr544.S2	SRP112703	2017-07-18T09:09:00Z	1
SRR5836529	AMPLICON	151	1498373	PRJNA394790	SAMN07360615	Metagenome or environmental	856957	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/8/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013236	Madagascar	Africa	"Madagascar:Andasibe\	MitsinjoForest"	Aglyptodactylus	madagascariensis	Illumina MiSeq	Skin swab	18.93283 S 48.41312 E	Fr541.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr541.S2	DNA extracted from sample Fr541.S2	SRP112703	2017-07-18T09:09:00Z	1
SRR5836530	AMPLICON	151	2321172	PRJNA394790	SAMN07360618	Metagenome or environmental	1237090	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/8/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013235	Madagascar	Africa	"Madagascar:Andasibe\	MitsinjoForest"	Boophis	madagascariensis	Illumina MiSeq	Skin swab	18.93283 S 48.41312 E	Fr537.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr537.S2	DNA extracted from sample Fr537.S2	SRP112703	2017-07-18T09:09:00Z	1
SRR5836531	AMPLICON	151	5395683	PRJNA394790	SAMN07360617	Metagenome or environmental	2763199	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/8/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013234	Madagascar	Africa	"Madagascar:Andasibe\	MitsinjoForest"	Boophis	madagascariensis	Illumina MiSeq	Skin swab	18.93283 S 48.41312 E	Fr536.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr536.S2	DNA extracted from sample Fr536.S2	SRP112703	2017-07-18T09:09:00Z	1
SRR5836532	AMPLICON	151	1891275	PRJNA394790	SAMN07360616	Metagenome or environmental	1096278	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/8/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013233	Madagascar	Africa	"Madagascar:Andasibe\	MitsinjoForest"	Boophis	goudoti	Illumina MiSeq	Skin swab	18.93283 S 48.41312 E	Fr533.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr533.S2	DNA extracted from sample Fr533.S2	SRP112703	2017-07-18T09:09:00Z	1
SRR5836533	AMPLICON	151	1949561	PRJNA394790	SAMN07360627	Metagenome or environmental	1141174	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/8/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013232	Madagascar	Africa	"Madagascar:Andasibe\	MitsinjoForest"	Mantidactylus	betsileanus	Illumina MiSeq	Skin swab	18.93283 S 48.41312 E	Fr532.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr532.S2	DNA extracted from sample Fr532.S2	SRP112703	2017-07-18T09:09:00Z	1
SRR5836534	AMPLICON	151	1778478	PRJNA394790	SAMN07360626	Metagenome or environmental	1036289	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/8/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013231	Madagascar	Africa	"Madagascar:Andasibe\	MitsinjoForest"	Mantidactylus	betsileanus	Illumina MiSeq	Skin swab	18.93283 S 48.41312 E	Fr531.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr531.S2	DNA extracted from sample Fr531.S2	SRP112703	2017-07-18T09:10:00Z	1
SRR5836535	AMPLICON	151	2173645	PRJNA394790	SAMN07360625	Metagenome or environmental	1282280	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/8/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013230	Madagascar	Africa	"Madagascar:Andasibe\	MitsinjoForest"	Mantidactylus	betsileanus	Illumina MiSeq	Skin swab	18.93283 S 48.41312 E	Fr530.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr530.S2	DNA extracted from sample Fr530.S2	SRP112703	2017-07-18T09:10:00Z	1
SRR5836536	AMPLICON	151	3387987	PRJNA394790	SAMN07360624	Metagenome or environmental	1833697	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/8/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013229	Madagascar	Africa	"Madagascar:Andasibe\	MitsinjoForest"	Mantidactylus	betsileanus	Illumina MiSeq	Skin swab	18.93283 S 48.41312 E	Fr529.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr529.S2	DNA extracted from sample Fr529.S2	SRP112703	2017-07-18T09:10:00Z	1
SRR5836537	AMPLICON	151	6473521	PRJNA394790	SAMN07359794	Metagenome or environmental	3536594	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/11/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013228	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Gephyromantis	sculpturatus	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	J1.71	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J1.71	DNA extracted from sample J1.71	SRP112703	2017-07-18T09:10:00Z	1
SRR5836538	AMPLICON	151	4077000	PRJNA394790	SAMN07359757	Metagenome or environmental	2115180	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/11/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013227	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Boophis	madagascariensis	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	J1.72	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J1.72	DNA extracted from sample J1.72	SRP112703	2017-07-18T09:10:00Z	1
SRR5836539	AMPLICON	151	4356199	PRJNA394790	SAMN07359756	Metagenome or environmental	2339510	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/11/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013226	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Boophis	luciae	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	J3.39	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J3.39	DNA extracted from sample J3.39	SRP112703	2017-07-18T09:10:00Z	1
SRR5836540	AMPLICON	151	1265682	PRJNA394790	SAMN07359764	Metagenome or environmental	739037	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/11/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013225	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Boophis	picturatus	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	J1.62	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J1.62	DNA extracted from sample J1.62	SRP112703	2017-07-18T09:10:00Z	1
SRR5836541	AMPLICON	151	4711653	PRJNA394790	SAMN07359788	Metagenome or environmental	2579367	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/11/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013224	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Gephyromantis	sculpturatus	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	J1.63	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J1.63	DNA extracted from sample J1.63	SRP112703	2017-07-18T09:10:00Z	1
SRR5836542	AMPLICON	151	2454807	PRJNA394790	SAMN07359789	Metagenome or environmental	1348587	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/11/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013223	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Gephyromantis	sculpturatus	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	J1.64	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J1.64	DNA extracted from sample J1.64	SRP112703	2017-07-18T09:10:00Z	1
SRR5836543	AMPLICON	151	2369945	PRJNA394790	SAMN07359790	Metagenome or environmental	1312524	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/11/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013222	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Gephyromantis	sculpturatus	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	J1.65	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J1.65	DNA extracted from sample J1.65	SRP112703	2017-07-18T09:10:00Z	1
SRR5836544	AMPLICON	151	1908942	PRJNA394790	SAMN07359791	Metagenome or environmental	1043606	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/11/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013221	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Gephyromantis	sculpturatus	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	J1.66	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J1.66	DNA extracted from sample J1.66	SRP112703	2017-07-18T09:10:00Z	1
SRR5836545	AMPLICON	151	2859638	PRJNA394790	SAMN07359792	Metagenome or environmental	1601380	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/11/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013220	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Gephyromantis	sculpturatus	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	J1.67	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J1.67	DNA extracted from sample J1.67	SRP112703	2017-07-18T09:10:00Z	1
SRR5836546	AMPLICON	151	11025567	PRJNA394790	SAMN07359793	Metagenome or environmental	6001121	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/11/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013219	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Gephyromantis	sculpturatus	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	J1.68	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J1.68	DNA extracted from sample J1.68	SRP112703	2017-07-18T09:10:00Z	1
SRR5836547	AMPLICON	151	4409955	PRJNA394790	SAMN07359813	Metagenome or environmental	2367077	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/11/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013218	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Mantidactylus	biporus	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	J1.69	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J1.69	DNA extracted from sample J1.69	SRP112703	2017-07-18T09:10:00Z	1
SRR5836548	AMPLICON	151	7442186	PRJNA394790	SAMN07360260	Metagenome or environmental	3867006	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/29/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013217	Madagascar	Africa	"Madagascar:Andasibe\	Torotorofotsy-ProlemurCamp"	Boophis	idae	Illumina MiSeq	Skin swab	18.7709 S 48.43222 E	J8.23	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J8.23	DNA extracted from sample J8.23	SRP112703	2017-07-18T09:10:00Z	1
SRR5836549	AMPLICON	151	6131204	PRJNA394790	SAMN07360261	Metagenome or environmental	2940451	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/29/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013216	Madagascar	Africa	"Madagascar:Andasibe\	Torotorofotsy-ProlemurCamp"	Boophis	idae	Illumina MiSeq	Skin swab	18.7709 S 48.43222 E	J8.24	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J8.24	DNA extracted from sample J8.24	SRP112703	2017-07-18T09:10:00Z	1
SRR5836550	AMPLICON	151	1289540	PRJNA394790	SAMN07359960	Metagenome or environmental	715316	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/16/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013215	Madagascar	Africa	"Madagascar:Ranomafana\	Vohiparara"	Mantidactylus	femoralis	Illumina MiSeq	Skin swab	21.23565 S 47.39752 E	J4.3	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J4.3	DNA extracted from sample J4.3	SRP112703	2017-07-18T09:10:00Z	1
SRR5836551	AMPLICON	151	9026176	PRJNA394790	SAMN07360263	Metagenome or environmental	4844578	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/29/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013214	Madagascar	Africa	"Madagascar:Andasibe\	Torotorofotsy-ProlemurCamp"	Boophis	idae	Illumina MiSeq	Skin swab	18.7709 S 48.43222 E	J8.26	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J8.26	DNA extracted from sample J8.26	SRP112703	2017-07-18T09:10:00Z	1
SRR5836552	AMPLICON	151	3494140	PRJNA394790	SAMN07360264	Metagenome or environmental	1792477	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/29/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013213	Madagascar	Africa	"Madagascar:Andasibe\	Torotorofotsy-ProlemurCamp"	Boophis	idae	Illumina MiSeq	Skin swab	18.7709 S 48.43222 E	J8.27	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J8.27	DNA extracted from sample J8.27	SRP112703	2017-07-18T09:10:00Z	1
SRR5836553	AMPLICON	151	4005426	PRJNA394790	SAMN07360265	Metagenome or environmental	2353002	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/29/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013212	Madagascar	Africa	"Madagascar:Andasibe\	Torotorofotsy-ProlemurCamp"	Boophis	idae	Illumina MiSeq	Skin swab	18.7709 S 48.43222 E	J8.28	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J8.28	DNA extracted from sample J8.28	SRP112703	2017-07-18T09:10:00Z	1
SRR5836554	AMPLICON	151	2284026	PRJNA394790	SAMN07360266	Metagenome or environmental	1278138	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/29/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013211	Madagascar	Africa	"Madagascar:Andasibe\	Torotorofotsy-ProlemurCamp"	Boophis	idae	Illumina MiSeq	Skin swab	18.7709 S 48.43222 E	J8.29	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J8.29	DNA extracted from sample J8.29	SRP112703	2017-07-18T09:10:00Z	1
SRR5836555	AMPLICON	151	8171969	PRJNA394790	SAMN07360258	Metagenome or environmental	4236083	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/29/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013210	Madagascar	Africa	"Madagascar:Andasibe\	Torotorofotsy-ProlemurCamp"	Blommersia	blommersae	Illumina MiSeq	Skin swab	18.7709 S 48.43222 E	J8.3	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J8.3	DNA extracted from sample J8.3	SRP112703	2017-07-18T09:10:00Z	1
SRR5836556	AMPLICON	151	3150766	PRJNA394790	SAMN07359934	Metagenome or environmental	1623599	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/16/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013209	Madagascar	Africa	"Madagascar:Ranomafana\	Vohiparara"	Boophis	guibei	Illumina MiSeq	Skin swab	21.23565 S 47.39752 E	J4.24	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J4.24	DNA extracted from sample J4.24	SRP112703	2017-07-18T09:10:00Z	1
SRR5836557	AMPLICON	151	8161701	PRJNA394790	SAMN07359933	Metagenome or environmental	4262909	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/16/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013208	Madagascar	Africa	"Madagascar:Ranomafana\	Vohiparara"	Boophis	guibei	Illumina MiSeq	Skin swab	21.23565 S 47.39752 E	J4.23	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J4.23	DNA extracted from sample J4.23	SRP112703	2017-07-18T09:10:00Z	1
SRR5836558	AMPLICON	151	2058734	PRJNA394790	SAMN07359754	Metagenome or environmental	1081457	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/11/2014	public	"fastq	run.zq"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013207	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Boophis	bottae	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	J3.45	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J3.45	DNA extracted from sample J3.45	SRP112703		
SRR5836559	AMPLICON	151	3402936	PRJNA394790	SAMN07359931	Metagenome or environmental	1779801	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/16/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013206	Madagascar	Africa	"Madagascar:Ranomafana\	Vohiparara"	Boophis	guibei	Illumina MiSeq	Skin swab	21.23565 S 47.39752 E	J4.21	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J4.21	DNA extracted from sample J4.21	SRP112703	2017-07-18T09:10:00Z	1
SRR5836560	AMPLICON	151	3557711	PRJNA394790	SAMN07359920	Metagenome or environmental	2049106	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/16/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013205	Madagascar	Africa	"Madagascar:Ranomafana\	Vohiparara"	Anodonthyla	boulengeri	Illumina MiSeq	Skin swab	21.23565 S 47.39752 E	J4.28	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J4.28	DNA extracted from sample J4.28	SRP112703	2017-07-18T09:10:00Z	1
SRR5836561	AMPLICON	151	3569489	PRJNA394790	SAMN07359944	Metagenome or environmental	1819365	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/16/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013204	Madagascar	Africa	"Madagascar:Ranomafana\	Vohiparara"	Guibemantis	depressiceps	Illumina MiSeq	Skin swab	21.23565 S 47.39752 E	J4.27	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J4.27	DNA extracted from sample J4.27	SRP112703	2017-07-18T09:10:00Z	1
SRR5836562	AMPLICON	151	4809048	PRJNA394790	SAMN07359943	Metagenome or environmental	2445988	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/16/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013203	Madagascar	Africa	"Madagascar:Ranomafana\	Vohiparara"	Guibemantis	depressiceps	Illumina MiSeq	Skin swab	21.23565 S 47.39752 E	J4.26	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J4.26	DNA extracted from sample J4.26	SRP112703	2017-07-18T09:10:00Z	1
SRR5836563	AMPLICON	151	5387529	PRJNA394790	SAMN07359942	Metagenome or environmental	2772317	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/16/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013202	Madagascar	Africa	"Madagascar:Ranomafana\	Vohiparara"	Guibemantis	depressiceps	Illumina MiSeq	Skin swab	21.23565 S 47.39752 E	J4.25	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J4.25	DNA extracted from sample J4.25	SRP112703	2017-07-18T09:10:00Z	1
